Review,Rating,Tanggal,Username,Likes
"Sebelum update tik tok ini aman dan lancar, setelah di update jadi sering ngebug, padahal sinyal juga lancar, coba pakai wifi juga wifinya lancar, tapi tik toknya Engga. efeknya juga ke hp jadi ngefreeze kalo dipake buka tik tok, terus tiba-tiba mati. Seperti itu terus kalau buka tik tok sampai akhirnya aplikasi ini aku uninstall beberapa hari yang lalu. Ini mau coba reinstall barangkali bisa lancar lagi.",3,2023-09-10 13:17:28,Pengguna Google,0
"kenapa sekarang setiap kali upload video malah jadi burik,padahal video aslinya jernih HD,, katanya harus setting dulu di aplikasi nya,,udah di setting hasilnya tetep aja burik,tidak bisa upload video dengan resolusi aslinya.mohon di perbaiki Min. tetapkan resolusi video tanpa di kompres.",3,2025-04-05 08:21:26,Pengguna Google,721
"kenapa setiap saya ingin memasuki tiktok tiba' aplikasinya ga bisa di pencet ngebug,trus kadang juga ngestuck di logo ga ada vidionya cuman kelihatan logo,sampe saya biasanya harus hapus aplikasi dan donwload lagi, ya karna sering ngubug ga jelas, terus kadang tiba' vidio nya macet lah apalah padahal koneksi jaringan saya aman stabil dan tidak ada kendala, jadi tolong di perbaiki semua sistem nya yg kurang.",3,2025-03-28 04:30:53,Pengguna Google,508
"apknya lumayan bagus. tapi ada satu bug yg bikin kesal, kalau mau buka tiktok lama banget, dan udah masuk tiktok malah tampilan tktknya hitam, kadang suka keluar sendiri dari apknya sampe 5X, jadi next update di perbaiki lagi min",3,2025-04-02 14:46:44,Pengguna Google,286
"tolong tiktok, kita sebagai kreator pasti ingin rajin upload biar akun kita bisa direkomendasikan ke beranda Orang-orang. tapi yang masalah adalah soal bug 0 view, dan itu terjadi beberapa kali di akunku. bagaimana itu bisa terjadi? tolong, entah itu bug atau marketing kalian saya harap itu segera dihilangkan atau diperbaiki!!!!!",3,2025-03-23 19:26:18,Pengguna Google,321
"setiap bikin vidio tiktok pasti hasil nya jadi beda kadang vidio nya yang delay, kadang sound nya yang delay jadinya suka ga pas padahal pas take vidio uda pas. tapi sebelum nya ga pernah gitu kok sekarang jadi suka gitu sih?tolong perbaiki ya",3,2025-03-26 00:28:39,Pengguna Google,368
"y ok. apk udah dua kali bug mulu harus di hapus terus download lagi baru bisa, ngapa jadi begini si tok tiktok bikin orang kesel doang. perbaiki lagi lah minimal. sering bgt bug di logo nya juga tapi ada suara nya, gak jelas.",3,2025-03-23 17:58:26,Pengguna Google,557
"banyak bug yang belum terselesaikan, tolong untuk lebih di tingkatkan lagi kualitasnya, dan sering tiba² keluar sendiri, ngelaq ketika ngetik di kolom pencarian, dan loading masuk cukup lama🙏🏻, paling sering tiba² keluar sendiri. mohon untuk segera di perbaiki. terimakasih",3,2025-03-30 21:23:47,Pengguna Google,90
"kadang kalo mau buka tiktok suka tiba-tiba keluar sendiri, trs ada tulisan ""tiktok telah berhenti"" jadi kalo mau masuk trs tiba-tiba ada tulisan itu mau ga mau harus hapus beberapa apk💔, ada yg gitu jg gk?gimana nih pendapat nya tiktok...",3,2025-04-14 05:47:22,Pengguna Google,2
"tiktok ini apk favorit selain terhibur dengan semu isi konten nya, juga menyenangkan untuk berbelanja.. Tapi akhir-akhir ini berat banget lelet ngebug parah, padahal udah upgrade 5 hri lalu sekarang minta upgrade lagi, mana makin besar.. di apk lain aman, kapasitas HP aman sinyal pun aman & Bisa gak untuk Yang saling follow gak usah ada pembatasan terlalu sering mengikuti begitu jadinya kurang maksimal",3,2025-03-20 00:07:39,Pengguna Google,1400
"aplikasinya uda bgs tp update an skrng bikin nge bug, masa tiap buka tiktok hp nya jadi crash mati dan mulai ulang sendiri, solusinya yaitu satu di hapus dan didownload lagi. masa saya harus setiap hari bolak balik playstore buat download tiktok dan malemnya hapus lagi krn bug yg bisa bikin hp saya nge crash itu. tolong perbaiki bug ini yg bikin resah & menganggu bgt, pdhl dulunya tiktok juga biasa' dan seru seru aja. tolong perbaiki jika diberi masukan kaya gini, kenyamanan cust yaitu yg utama",3,2025-04-12 14:37:54,Pengguna Google,19
"Setelah pembaruan terbaru, saya merasakan penurunan performa saat memberikan like pada video. Terkadang terjadi penurunan FPS dan jeda antara gambar dan suara, yang cukup mengganggu pengalaman menonton. Hal ini membuat saya sedikit frustrasi, dan saya harap tim pengembang bisa segera memperbaikinya.",3,2025-04-12 14:21:39,Pengguna Google,12
apli nya bagus tetapi terkadang tik tok saat di buka lalu keluar sendiri dan biasanya nge bug saat mau memposting video atau foto terimakasih kedepannya bisa di update yang lebih baik atau bagus lagi,3,2025-04-13 22:18:22,Pengguna Google,2
"kenapa tiktok sekarang lebih nge bug ? dulu lancar banget sekarang malah jadi kek gini , semakin update semakin aneh , dan juga muncul logo nya tiktok doang lama banget Ampe 2 jam , saya sampe bolak balik ku hapus ku hapus aja , gak cuma di hape saya tapi punya teman , kluarga , sodara ku juga seperti itu , dan juga sering kembali kembali sendiri , tolong perbaiki lagi 🙏🏻.",3,2025-04-14 14:18:13,Pengguna Google,0
"apk nya bagus, cumaa yang bikin ga suka nya itu kalau nge buka apk nya suka nge bug, stuck di logo tiktok nya doang, abis itu hp ku malah mati, harus bolak balik download ulang, cape banget padahal waktu awal awal main tiktok ga gini, kenapa sekarang jadi begini? perbaiki lagi apk nya.",3,2025-03-22 13:30:27,Pengguna Google,2852
"tiktok itu keren, tapi bug sama lag nya ga main"", baru masuk apk kadang lag parah, tiba"" keluar sendiri, mau buat vidio, efeknya gabisa dipake, otomatis hitam sama ngefreze, kenapa ya?, tolong diperbaiki ya tiktok, kmu itu bagus kalo ga LAG",3,2025-03-20 14:14:35,Pengguna Google,2017
"~kadang kadang pas login suka stuck di logo,dan biar bisa masuk ke apk nya lagi harus hapus lalu instal apk nya itu udah berulang kali terjadi terus kadang juga sering keluar apk sendiri padahal tidak ada masalah sinyal dan internet dan kadang juga tidak bisa di scroll kebawah,anehh.. mohon tiktok perbaiki",3,2025-03-17 15:56:16,Pengguna Google,650
"Semoga admin membaca ulasan ini serta mempertimbangkannya min untuk pemotongan foto profil kurang memuaskan, bisa tidak potongannya dibuat kotak saja jangan bulat, kalau bulat hanya sebagian gambar aja yang dapat sebagian gambar yang lain tidak dapat, jadi sekali lagi untuk pemotongan foto profil dibuat kotak saja, biar semua gambar bisa dapat dan hasilnya memuaskan.",3,2025-03-19 11:20:30,Pengguna Google,806
"tolongg perbaiki bugg nya plss, setiap mau login atau masuk pasti tiba tiba keluar sendiri atau ga bakalan layarr hitam trs tiba tiba mati. padahal ruang penyimpanan aman, internet juga lancarr. sudah 3 hari seperti ini padahal biasanya lancar lancar aja, saat mau bikin vidio juga kadang keluar sendiri atau engga filter nya ga mau di akses. mohonn di perbaiki secepatnya yaa",3,2025-04-07 11:12:28,Pengguna Google,20
"tiktok saya seperti tiktok lama, suara saat bikin tiktoknya jadi jadul seperti 2021, harus nya menggunakan suara yang direkomendasikan dan suara populer bukan suara lama, dan filter filternya juga seperti tahun 2021 ga update. pihak tiktok mohon update akun tiktok saya",3,2025-03-27 06:54:24,Pengguna Google,47
"Tiktok aplikasinya sudah bagus untuk nonton hilangin setres tapi tolong ya di perbaiki lagi apk nya soalnya banyak bug seperti pas login cuma ada logo nya dan itu bikin HP ngeleg seharian dan cara atasi nya hapus tiktok lalu mulai ulang HP nanti gk bakalan ngeleg lagi ada yg sama, capek sya ulang begitu trs!",3,2025-04-13 08:23:58,Pengguna Google,2
Sebenarnya saya suka menggunakan aplikasi tik tok.tapi Saya sekarang jengkel dengan tik tok. Yang membuat saya jengkel 1 Susa fyp 2 apapun yang diposting selalu melanggar bilang nya tidak memenuhi syarat lain sebagainya memosting video 2 atau 3 malah terkena peringatan pertama banyak sekali peraturan nya. Satu lagi saya kesel walaupun video yang saya posting itu fyp paling lama 2 hari setelah itu enggak fyp lagi.Mohon maaf atas ketidak nyamanan saya mohon pihak tik tok sistemnya diperbaiki lagi,3,2025-04-14 10:39:51,Pengguna Google,0
"Makin bnyk fitur,makin rusak. Skg jaman device ram 6 ke atas ya. Jgn harap spek internal di bawah 128 donlod tiktok ini. Aplikasi gampang crash!! Tidak berhenti otomatis di latar belakang,apalagi kondisi data internet stand by. Device kentang bakal rusak UI dan internalnya! Mohon pihak tiktok, tetap ramah bagi pengguna device di bwah ram 6",3,2025-02-04 13:56:35,Pengguna Google,1423
"Aplikasi yang bagus, tapi mungkin kalau bisa kasih saran untuk upgrade selanjutnya, bisa tolong dibagian simpan postingan di buat folder, karna terkadang saya ingin simpan postingan org untuk berbagai kepentingan seperti referensi outfit, atau trik skripsi maupun rekomen drakor, jadi agar tdk tercampur dan jika ingin melihat lagi simpanan postingan yg lama bisa lebih mudah menemukannya.",3,2025-01-28 11:41:05,Pengguna Google,537
"Aplikasinya bagus.. tpi sayang, sering stuck di logo tidak bisa di buka.. hp jadi ngelek parah. Jika sudah begini harus hapus Aplikasi & Install ulang.. sudah sering kejadian begini sangat mengecewakan..😪 Mohon untuk pihak penyedia Aplikasi segera diperbaiki untuk kenyamanan konsumen 🙏🙏",3,2025-03-06 21:19:30,Pengguna Google,5633
"Overall sih bagus aja. Cuma emang dari tiktok nya kali ya? Tiap buka Tiktok tu berat trus. Serasa makan bnyakk bgt storage. Pdhl lega aja tu storage. Bisa2nya buka tiktok jadi ngelag parah. Bukan di hp gw aja tapi di hp temen2 gw juga gtu. Kalau bisa, perbaiki lagi storage yg digunakan tiktok karena cenderung membuat hp jadi beratt bgt.",3,2025-01-29 18:02:22,Pengguna Google,3053
"tiktok ini sering lag/bug. pas masuk aplikasinya cuma sampai di logo, nnti di hapus dan masuk ulang baru dia bisa kembali, tpi cuma beberapa hari lagi akan bug, begitu seterusnya. dan sering keluar dari apk dengan sendirinya pdhal lagi asik"" nonton. tolong pihak tiktok di perbaiki kinerja aplikasinya lagi 🙏🏻",3,2025-02-06 09:10:49,Pengguna Google,841
"bagus sih cuman ya padahal ini hp baru tapi kok kadang² pas saya masuk malah mati dan dihidupkan lgi selalu ga bisa cuman muncul logo doang dan bikin lag, jdi harus di uninstall dulu habis itu di install lagi, ribet banget ini bug nya kenapa ya? sudah berapa kali saya lakukan kaya gitu karna bug nya sama ga bisa 1 harian full tanpa ga download ulang apk tiktok ny🤦🏻‍♀️ tolong di perbaiki klo bisa soalnya saya baca di ulasan lain banyak yg kaya gini juga ternyata jadi bukan cmn saya, tolong y🙏",3,2025-02-13 05:54:47,Pengguna Google,346
