Review,Rating,Tanggal,Username,Likes
"maaf bukan bermaksud menjelekan tetapi,aplikasi sudah sangat bagus dan lancar untuk penggunaan wifi atau kuota internet. tapi ada satu yang bikin aneh,yaitu bug,bugnya pas dimana saya live langsung ke luar dari apk,juga pas streak/api saya dan teman saya sudah mendekati 90an malah ke reset jadi 3? gimana ya..mohon dipertimbangkan semaksimalnya ya.:) thx",2,2025-04-10 20:06:40,Pengguna Google,267
"tolong lebih di maksimalkan lagi apk tiktok nya,,sering sekali terjadi ga bisa terbuka tiktok nya,,padahal apk lain bisa di buka dan memori saya pun belum penuh, tiktok nya seperti lag di tempat beberapa kali di coba pun tetap tidak bisa,,kalau kek gini ke sering an jadi males buka apk tiktok",2,2025-03-26 14:13:16,Pengguna Google,666
"bisa ga sih perbaiki bug yang ada di tiktok ini, kdg gmw masuk ke apk nya lah, kdg loading nya lama bgt pdhl jaringan sy bagus, tolong lah tiktok, saya lagi pengen nonton malah ke ganggu gara² harus hapus apk lu dlu, jadi sekali lagi TOLONG PERBAIKI BUG YANG ADA DI TIKTOK INIII !!!",2,2025-04-06 18:09:25,Pengguna Google,1158
"untuk pihat tiktok tolong aplikasi nya di benerin ya , soal nya setelah memakai aplikasi ini kurang lebih 3/4 hari , pas mau memakai lagi langsung lag parah loading nya lama jaringan nya bagus saya lihat tapi kok loading nya lama tolong di benerin ya bug nya",2,2025-04-07 08:00:46,Pengguna Google,101
"sekarang tiktok banyak bug,ga bisa masuk layar hitam teruss,pas download lama pdhl pake wifi,wifi juga ga ngeleg kok masih aja tetep lama,trs tiba tiba keluar dari aplikasi juga,mohon di perbaiki lagi tiktoknya",2,2025-04-04 19:42:11,Pengguna Google,78
"ini kenapa ya baru di update bukan makin bagus malah makin parah,setiap mau masuk ke aplikasi tidak bisa langsung keluar sendiri dari aplikasi sudah di coba terus tetap aja sama.nge bug banget.tolong di perbaiki lagi ya tiktok",2,2025-04-14 14:56:21,Pengguna Google,4
"banyak bug nya njirr, mana tiba tiba tiktok shop ilang lagi, terus suka gabisa di buka tiktok nya njirr, mana kalo ngepost foto nge stuck yang persen aja njirr, padahal sinyal ada, kuota juga ada, gajelas bangett, tiktok perbaiki bug nya deh, gajelas banget kocakk",2,2025-04-13 19:58:24,Pengguna Google,1
"tiktok setelah di update kenapa jadi ngelag banget terus pas buka tiktok juga lama banget dan setelah keluar dari aplikasi HP saya jadi ngelag padahal ruang penyimpanan masih banyak dan sebelum nya ngga gini, tolong perbaiki pliss kaya sebelum nya aja",2,2025-03-27 08:23:47,Pengguna Google,34
"udh nyaman sama tiktok, tapi knp ya tiktok aku aneh bgt, kalo mau cari sound ga bisa kaya ga ada aja gtu musik nya, trus kadang ""musik tidak tersedia"" sedih si, karna kaya terlalu ribet kalo ngambil sound nya dri video org, ini kendala nya gmn?? liat update an juga udh, aku udh full nge update tiktok 😿😿😿😿(ga dari awal sebener nya, tapi udh aga lama juga ngalamin ini)",2,2025-03-25 00:00:04,Pengguna Google,244
"Sangat mengecewakan 😔😔😔 Alih-alih memperbaiki bug update TikTok justru nambah masalah baru. Salah satu bug paling ngeselin ada di fitur ""Aktivitas"" notifikasi balasan komentar nggak muncul tepat waktu Bahkan, notifikasinya baru muncul berjam-jam kemudian, padahal itu hal penting banget 😤😭😭 Saya udah coba ganti akun, restart HP, hapus & install ulang TikTok tapi tetap aja bug-nya nggak hilang. Ini jelas bikin pengalaman pengguna makin buruk dan harus segera diperbaiki 😭😭😭",2,2025-04-08 08:48:08,Pengguna Google,15
"kadang ini suka bug padahal jaringan sama memori internal masih normal gaada masalah,terus kalo mau pencet aplikasi nya haru berkali kali dulu baru bisa buka tiktok,saya buka aplikasi yang lain ga seperti itu,terus kadang kalo saya mau buka aplikasi nya kadang suka lemot tiba tiba diem nge frezz saya ga tau kenapa padahal memori saya masih bnyk,saya bela belain hapus aplikasi buat buka aplikasi tiktok eh ternyata tetep ga bisa,jadi saya harus download ulang trs,tolong bwt mimin ny krng in bug ny",2,2025-03-23 04:48:50,Pengguna Google,196
"kok bug nya makin parah ya?? kalo mau masuk terkadang keluar sendiri, ini padahal udah update lohh terkadang saya uninstall terus download lagi sampe saya sudah malas untuk memainkan tiktok lagi, kalo semisal saya gak main tiktok sehari saja pasti gak akan bisa masuk ketiktok lagi pasti akan keluar sendiri, mohon semua bug diperbaiki sampe semua komentar positif",2,2025-03-23 07:31:56,Pengguna Google,166
tolong di betul bug pada android 10 soalnya ketika mencet aplikasi dan masuk ke aplikasi yang Keluar hanya background tulisan tiktok tetapi tidak masuk pada dalamnya tiktok dan harus menghapus aplikasi dulu untuk bisa masuk kedalamnya mohon di betulkan terimakasih 🙏,2,2025-04-12 05:30:41,Pengguna Google,6
"ini kenapa ya limit paylater saya gak naik-naik padahal saya bayar nya lebih cepat, dan aku sering belanja di tik tok inj, tapi kenapa ya akun aku beda sama seperti teman aku meraka baru daftar aja sudah di kasih limit yang besar sedang kan aku tidak, kalau di banding sama teman aku jauh sering aku yang belanja di tik tok.. buat aku sangat mengecewakan",2,2025-03-30 21:38:30,Pengguna Google,35
"woi, kasihanilah hp ram 4gb kek gua ini. makin update makin tinggi aja, gua yg cuma ram segitu hp infinix udah tidak kompatibel lagi sejak update terbaru ini! padahal lgi proses pengiriman pesanan tiktok shop.",2,2025-04-13 08:42:18,Pengguna Google,2
"Semenjak ganti hp ga bisa ngakses+update filter yang trending, dihapus aplikasinya didownload lagi, tetep ga bisa padahal pakai hp yang lama enakeun. Tiap ada filter yg trending bisa update terus, lagu lagunya juga yg muncul lagu yg lawas, jd males bikin video tiktok. Cuma scroll doang sekarang mah.",2,2025-02-07 01:38:22,Pengguna Google,666
"Aneh, masa mau simpen foto/video lama banget nunggunya, kalo masalah jaringan juga saya ga mungkin bisa buka apk yg lain. Ini emg tiktok yg lagi bug apa gimana? Posting story aja lama banget, stuck 0% terus, ditungguin lama sampe besok malah ga ke posting trus balik lagi ke draft. Aneh.",2,2025-02-09 13:25:17,Pengguna Google,628
"tiktok tolong perbaiki bug nya, misal lagi bukak tiktok,tapi malah ngeleg/GK bisa , malah jadi gelap GK ada aplikasi nya,kalo udh kek gitu harus di mati daya dulu baru bisa,tapi tiktok nya masih GK bisa bisanya kalo di hapus dulu, kalo di hapus dulu kan harus daftar lagu jadi ribet + kalo udh 1/2 Minggu pasti begitu lagi,padahal penyimpanannya masih banyak,tapi kayak berat banget , jadi saya mohon untuk tiktok perbaiki bug nya.",2,2025-02-01 14:25:23,Pengguna Google,6175
"Tolong donk perbaiki tiktok nya!!!, kenapa akhir² tiktok sering bgt lelet lambat kalau masuk, dan sekarang tiktok saya GK kebukak, gambar nya doang yg muncul, suara dan video nya GK gerak sama sekali, padahal jaringannya semua bagus GK ada yg rusak, jadi tolong di respon,!🙏",2,2025-02-11 23:05:39,Pengguna Google,1504
"tiktok sekarang kenapa ya, setiap saya buka tiktok cuma bug gambar tiktok terus, sampai bolak balik instal download instal download, setiap hari, kalau habis di hapus trs dnwld lagi, bisa si buat nonton, tapi kalau setiap hari, haduu cape deh, kadang apk nya gabisa dipencet juga, tolong diperbaiki lagi dong bug""nya, padahal dulu lancar"" aja setiap nonton",2,2025-02-04 18:16:15,Pengguna Google,3337
"Setelah aku baca² ulasan ternyata yg punya masalah di tiktok bukan cuma aku. Disini masalahku soal tiktok di kolom komentar, pdhl aku pake hp ram 4 dan jaringan wifinya sangat stabil, tapi klau buka kolom komentar cuma loading aja terus.. dan gak muncul menu Toko nya juga. Malah sampe aku copot pasang ada 3x, krna aku pikir hpnya yg error. Tolong min diperbaiki lagi apk nya🙏",2,2025-01-30 02:07:55,Pengguna Google,2062
"Aplikasi nya bagus,vidionya bagus,tapi kenapa kalau stelah 1 atau 2 bulan tik tok dibukak tidak bisa karena apa dan sering terjadi bug tik tok habis itu tidak bisa dikeluarkan lalu hp ku tiba² warnanya hitam,,,,jadi tolong diperbaiki lagi ya bug tik tok nya🙏🙏",2,2025-03-07 12:54:12,Pengguna Google,2630
"saya kasih bintang 2 dulu, karena kenapa? saat saya masuk ke dalam aplikasinya malah ngestuck di logo tiktok nya dan itu membuat HP saya nge lag ,, terus juga saya kan udah kluar dari tiktok nya dan terpaksa harus di download lagi,, itu bikin memori saya terasa penuh,, tiktok tolong diperbaiki lagi ya? biar semuanya jadi happy nontonnya sambil anteng gaada bug gaada lag ,, itu juga HP saya sering banget mati sendiri ya karena tiktok,,tolong ditingkatkan lagi, saya bakal tunggu kelancarannya..",2,2025-02-01 10:08:47,Pengguna Google,1225
"Aplikasi bagus tapi kok biasanya gak bisa masuk lagi ,misalnya kita mau masuk tiktok nah itu gak bisa masuk karena loding terus gak muncul vidio gitu jadi saya harus hapus dulu tiktoknya baru download lagi aplikasi. jadi ribet untuk daftar akunnya lagi 🙏🏻. TOLONG di PERBAIKI lagi !",2,2025-02-28 08:13:04,Pengguna Google,1588
"tiktok knp akhir2 sering ngebug parah??? pas masuk cmn,stuck di logo dan ga masuk samsek, setiap ngebug gitu harus bgt di instal ulang baru bisa masuk lagi dan itu udh berkali"" sejak ngebug gini padahal tertera katanya bug telah diperbaiki tapi tetep aja gitu teruss gada perubahan",2,2025-02-03 00:46:48,Pengguna Google,526
"aplikasinya bagus dan menghibur, hanya saja ada bug yg sering terjadi yaitu login tiktoknya lama terbuka saat masuk ke apk tiktok cmn muncul logonya aja terus, harus hapus download baru kembali baik itupun kadang bug lagi, ribet harus login ke akun kita kembali dan itu menguras banyak kouta. itu saja bug yg ingin saya hilangkan, mohon developer segera memperbaiki.",2,2025-01-27 22:48:19,Pengguna Google,966
"Kenapa semanjak tiktok di update sering terjadi bug ! Terkadang kalo mau masuk tiktok sering berhenti di logo nya doang padahal jaringan saya bagus,dan juga saya udah nunggu 4 ampe 10 menit ng masuk masuk,malahan hp saya mati dan ngulang lagi dari awal,mana kalo mau masuk harus hapus tiktok dan download lagi,mohon di perbaiki ya min agar tiktok bisa di gunakan dengan nyama dan aman",2,2025-01-23 09:08:00,Pengguna Google,3328
"Sumpah kenapa akhir2 ini apk tiktok burukk banget sih, ngelag Mulu keluar masuk, baru juga buka satu video tiba-tiba close sendiri. Tolong dong pihak tiktok di perbaiki lagi apk nya jangan di upgrade Mulu jadinya makin buruk bukan makin bagus, seminggu ini mau co lewat tiktok jadi ga jadi2 karena ga bisa masuk 🙂",2,2025-02-10 20:09:13,Pengguna Google,235
"eh sumpahh ya tiktok, bug lu tuh parah bgt ampe gua harus install ulang mulu tiap hari, ini kenapa sih, tolong ya kalau mau rating lu naik lagi di perbaiki dong aplikasi nya, gua udah muak bgt ini, memori gua masih banyak kok, ram gede, tpi kenapa gini bgt lag sama bug nya, buka tiktok pun ngelag nya minta ampun, terus stuck logo juga ya ampun, tolong segera di perbaiki, gua juga punya streak ama temen gua di aplikasi lu, kalau gini mulu yang ada mati tu streak, pls perbaiki secepatnya",2,2025-01-26 09:50:30,Pengguna Google,1207
"ku kira HP ku yang rusak, tapi setelah ku baca ulasan dari orang2, ternyata bukan cuma aku yang mengalami masalah spt ini, setiap buka tiktok cuma muncul logo tiktok nya doang lamaaaaa banget, setelah kembali ke layar utama malah HP nya jadi lag parahhh, udah berkali-kali uninstal dan instal setiap hari, tapi nggak ada perubahan apapaun. tolong ya tiktok, kalo mau rating nya semakin bagus, perbaiki apk nya, karna cuma apk ini yg bisa menemani ku disetiap aku merasa kesepian",2,2025-02-15 23:45:51,Pengguna Google,231
"tiktok sekarang agak aneh mohon maaf sebelumnya, suka bug tiba tiba keluar sendiri dan suka tiba tiba suka leg buat scroll juga suka leg leg sendiri padahal sinyal bagus bagus aja, dan kalo di buat buka tik tok hp ku kayak tiba tiba suka mati nyala mati nyala sendiri gampang force close malah aplikasi tik tok jadi kayak bawa virus, tolong developer di perbaiki lagi niat mau nyari hiburan malah di buat gak mood",2,2025-01-28 19:32:12,Pengguna Google,395
"Kenpa ya tiktok skrng, saya udh lama pake aplikasi ini tapi baru bbrapa bulan lalu aplikasi tiktok saya bermasalah. Ga bisa masuk. Mandek di tulisan tiktok nya aja. Sy udh reset hp, terus install ulang aplikasinya ke versi baru, jaringan data seluler sy juga lancar. Ruang penyimpanan sy masih cukup bahkan Sy bisa buka aplikasi lain tpi tiktok knpa ga bisa. Kejadiannya udh 3/4 kali terjadii kaya gini di tiktok sy, tolong di bantuu yaa, sy android 10 udh pake tiktok versi 38.4.3 (versi terbaru)",2,2025-02-12 16:07:42,Pengguna Google,151
"Problem stuck di logo aja padahal malam nya masih bisa di buka aplikasinya.. Uda mau 1 Minggu , capek bolak balik download tapi tetap aja gak bisa dibuka. Terus aneh nya pas di download ulang cepat kali selesai nya .. tidak seperti biasanya, tolong lah tik tok di perbaiki server nya.",2,2025-03-06 06:29:46,Pengguna Google,1077
"ini TikTok saya ketika dipakai selalu out dari apk nya ?? tolong admin TikTok perbaiki saya sudah membersihkan sampah dll di handphone saya tapi tetap tak berfungsi. sekali saya mau pakai karena mau belanja malah langsung keluar dari apk dia awalnya masuk dulu kayak biasa trus ketemu iklan, abis iklannya di geser malah layar putih lama trus keluar dari apk nya. tolong admin TikTok perbaiki ya terimakasih. 🙏",2,2025-03-17 09:00:17,Pengguna Google,123
saya beri dua bintang saja karena aplikasinya kadang-kadang gak bisa dibuka makanya aplikasinya harus dicopot dulu dan di dowload lagi harus ketika nanti kalok aplikasi ini sudah di perbaiki lagi kalok sudah bisa di buka terus saya akan beri lima bintang,2,2025-04-01 11:10:58,Pengguna Google,11
"suka bug and gk ska krna suka ngelag, pdhl jaringan bagus bagus aja, TPI pas di apk ny mlh ngelag,suka bug juga kyk gk bisa gk bisa di buka pdhl memo msih bnyk,tlg di perbaiki pdhl jg udh srg update,karna bug aku jdi srg hpus download tt",2,2025-04-03 08:53:22,Pengguna Google,2
