Review,Rating,Tanggal,Username,Likes
"Tiktok mulai agak aneh, kadang ketika mau buka apk nya belum muncul video masih loading di gambar tiktok nya (wifi stabil, memo mencukupi) saya sudah pernah download ulang dan kejadian itu tidak terjadi sekali atau dua kali. terkadang juga tidak bisa posting ulang video atau tidak bisa like posting ulang teman dan terkadang tidak bisa mengirim foto/gambar lewat pesan Tiktok. saya membaca ulasan jga mengalami kendala yg sama TOLONG PERBAIKI SECEPATNYA!!! *muaq *mf bila ada salah kta Sekian mksh.",1,2025-02-21 19:01:21,Pengguna Google,1
"aplikasi nya lemot, saya mau buka video draf saya dan gak bisa. Udah beberapa kali di pencet tetep gak bisa, padahal mendadak banget, gajelas, saya juga liat komen dan rating orang gak ada yang dilayanin dan dikasih tanggapan, berarti apk nya memang yang rusak.",1,2025-04-14 20:47:22,Pengguna Google,1111
"Kalau buat sistem login yang BENER!!! kalo sekiranya pengguna tiktok hanya untuk dewasa, seharusnya fitur Login ada diawal percuma kalo semua orang bisa akses konten tanpa harus login terlebih dahulu, Saya coba login dengan tahun lahir 2012++ ya aksesnya ditolak. jadi kesimpulnya percuma jika login dengan tahun 2012++ ditolak tetapi mereka tetap bisa akses kontenya kan ANEHHH!!!.",1,2025-03-26 10:35:15,Pengguna Google,1080
"apk bug sendiri lag"",baruu masuk langsung bug udah riset tetap bug ,saya kasi ranting bintang 1 karna apk kurang bagus banyak bug nyaa ,kadang"" ada suara ga ada gambar nyaa ,suka keluar sendiri"" aneh ,apk geje ,tolong tt beri pengalaman yg lebih enk lgii agar tidak banyak yg mengeluh"" bug begtuu ,perbaiki kenierja sistem nyaa tt ,saya harap bug"" seperti ini tidak terjadi lagi tt ,karnaa kasian yg udh hapus dowlod lagi masih tetap bug dan error tt ,hilang kan bug"" itu tt ,sekian terima kasih ,!!!",1,2025-03-31 23:00:08,Pengguna Google,1044
"setelah update terbaru tiktok jadi tidak support resolusi 2k keatas, dan itu sangat menggangu dan mengurangi kualitas video yang saya upload, dimohon untuk Dev atau selaku yang mengatur sistem apk untuk secepatnya mencari kan solusi atau merubah kembali agar upload video bisa diatas 1080p",1,2025-04-11 07:15:15,Pengguna Google,120
"aku mau nyebutin, ya kalo bisa perbaikin sih, minus dari tiktok 1. nyedot baterai lumayan banyak, pas aku cek tuh bisa 87,1% anjir padahal cuma scrol 2 jam aja udah lumayan banget bukan lumayan broken sih lebih tepatnya. 2. makin berat, nggak madang versi mau versi lu diatas apapun tetap aja berat anjir, padahal versi 14 android ram 8 128 masih berat weh. 3.kadang suka ngebug, entah itu di feed nya gak bisa di segarkan, atau pas mau hapus video yang di tonton gak bisa di hapus. new update tolong",1,2025-04-12 12:11:13,Pengguna Google,6967
"tiktok makin di update makin banyak bug nya, mau buat vt pun susah, setiap mau pake filter selalu bug, sampe sampe ga bisa di pake, juga pas mau foto mau ganti filter ga bisa, malah filternya jadi double, kadang warna hitam ga keliatan, suka ngebug ga bisa gerak, setiap mau buat vt selalu saja hitam",1,2025-04-09 11:18:15,Pengguna Google,4390
"Saya sangat kecewa dengan TikTok. Saya sudah menggunakannya lebih dari dua tahun dan tertarik karena fitur API Streak. Namun, sejak pembaruan yang membatasi usia dalam mengirim pesan, fitur pesan hilang dari perangkat saya, dan semua API Streak yang saya buat lenyap. Mungkin ini memang kebijakan TikTok, tapi perubahan ini sangat mengecewakan. Saya dan banyak pengguna lain merasa dirugikan. Saya pun berpikir untuk berhenti menggunakan TikTok dan mencari aplikasi lain yang lebih sesuai.",1,2025-03-25 07:44:15,Pengguna Google,744
"banyak banget bug nya gatau kenapa tiba tiba keluar sendiri kadang lag sampe keluar jadi kaya gini tuh sering banget aku ngalamin setiap hari kayanya kaya gitu terus cape aku keluar masuk tiktok kadang juga layar jadi putih/hitam kalo lagi cari sesuatu tiba tiba keluar sendiri lah,tolong dong di perbaiki kadang lagi asik asiknya scroll video malah keluar gajelas banget kadang juga baru masuk langsung keluar dulu apk ini ga gini deh dulu mah bagus ga keluar keluar mohon segera di perbaiki lagi",1,2025-03-31 21:45:59,Pengguna Google,386
"gajelas bngt tiktok, masa abis di update beberapa hari yang lalu waktu mau buat video malah jadi gelap layarnya pas mau pakai filter, padahal sebelumnya aman"" aja jaringan juga lancar. saya jadi gbisa buat vid/ft di tiktok lagi, kirain cuma lag sebentar doang gtaunya memang dari sananya bug. tolonglah di perbaiki, soalnya bug ini terjadi pas abis saya update, sbelumnya ga kaya gini. udah saya uninstall trus download lagi tapi tetep aja.",1,2025-04-03 02:27:13,Pengguna Google,262
"aplikasi nya banyak bug nya, seperti tidak bisa masuk, harus berkali kali pencet dan instal ulang baru bisa masuk, tolong hilangkan fitur yang tidak berguna agar lebih ringan aplikasi nya dan tidak banyak bug, dan satu hal lagi aplikasi ini banyak buzzer nya ternyata, yang ngerate bintang 1 kalah banyak dengan buzzer bintang 5, padahal nih apk banyak masalah nya",1,2025-03-27 09:10:15,Pengguna Google,219
"Walau sudah update versi terbaru tetap tidak bisa merefresh konten di preferensi konten, jadi fyp-nya sudah tidak menarik lagi, dan mengapa setelah tekan ikon live loadingnya lama sekali? padahal versi terdahulu bisa langsung muncul video akun yg sedang siaran langsung",1,2025-03-25 17:57:01,Pengguna Google,2993
"aplikasi nya bagus cuma banyak bugnya,kadang harus ditunggu tapi tetep ngebug jadi hrs download lagi,trus satu lagi,kadang mau mencet logo tiktok pasti ga bisa udah ditunggu 7hari 7 malem juga sama aja jadi tolong diperbaiki lagi biar ga ribet bolak balik download",1,2025-03-29 06:23:37,Pengguna Google,191
"setelah update tiktok, tiba-tiba saya tidak bisa merekam video menggunakan filter dan memakai mode foto untuk foto di aplikasi tiktok. saat ingin merekam video atau foto tiba-tiba langsung ngebug dan filter menjadi double. sungguh mengecewakan, sudah 1 bulan saya tidak bisa merekam video dan foto di aplikasi tiktok. tolong di perbaiki lagi bug aplikasi nya menjadi lebih baik dan bagus. selebihnya sudah bagus, tapi untuk merekam video dan foto, tidak bagus.terimakasih, tolong segera di perbaiki.",1,2025-04-13 20:29:47,Pengguna Google,7
"foto dan video sekarang harus ada watermarknya, nggak suka banget. apalagi tiap nyimpen foto atau video malah jadi ngeblur di galeri. lebih suka versi yg sebelumnya, gambar dan videonya jernih ,bisa tanpa watermark juga. yg sekarang malah sering ngelag,keluar aplikasi sendiri.",1,2025-03-26 09:31:45,Pengguna Google,216
"Aplikasinya bagus, yang buat masalah saat update MB nya terlalu kebesaran. Sekarang tidak ada fitur beli di tiktok adanya cuma live jualan aja. masih sama sih MB nya besar jadi memori HP nya penuh. meski sekarang udah ada fitur belanja online. tolong dong MB nya dikurangi menjadi 1gb aja.",1,2025-04-13 21:50:35,Pengguna Google,10
"aplikasinya sering nge bug,seperti cuma muncul logonya saya tunggu beberapa menit tetap ga bisa sama tiba tiba suka kembali, jadi tolong di perbaiki.bug ini membuat saya tidak nyaman saat menggunakan aplikasi ini dan juga saya harus mengunistal aplikasinya, saya harus bolak balik ke play store untuk mendowload kembali,tolong kerja samanya.Terimakasihh",1,2025-03-27 16:39:59,Pengguna Google,128
"paketan banyak dan wifi ada tapi selalu lemot bikin ngefreeze uda uninstall terus instal sama aja tetep gitu ga lancar. cape uninstall terus instal lagi begitu aja terus sampe warung madura tutup kesel bgt gua paketan bnyak sinyal kencang dam wifi pun kencang tapi videonya se olah olah gada jaringan ngelag banget, tolong lah diperbaiki bukan sekali dua kali tiga kali begini mulu, update tuh supaya lancar dan ada yang baru menarik ini malah ada bug nya banyak huft!!!.",1,2025-04-13 02:30:00,Pengguna Google,8
"apk ini kayaknya gak support hp Infinix deh, gw dan banyak temen gw yang pakek hp infinix punya masalah yang sama terkait tiktok yang sering (force close, macet, patah-patah, ada juga yang langsung mulai ulang). ya semoga cepat dibenahi ya min masalahnya🙏",1,2025-04-12 12:13:25,Pengguna Google,3275
"pertama kali saya upload video di tiktok langsung diturunin videonya oleh tiktok katanya melanggar komunitas, terus saya banding, ternyata video saya dinaikkan lagi oleh tiktok. Tapi setelah itu 3 video saya dibikin ga ada penonton oleh tiktok. Tolong ya untuk tiktok kalo nyari karyawan operator jangan yang bermental jahat, dia yang salah, dibanding, dia kalah, terus video-video di akun saya dibikin ga ada penontonnya.",1,2025-04-12 07:03:50,Pengguna Google,10
"maaf ya tak kasih bintang 1 , karena saat buka aplikasi tiktok sering loading , ngelag dan keluar sendiri dari aplikasi tiktok. saat mau buka tiktok lagi lama . hp terasa lemot dan sekarang kalau lagi scroll tiktok 1 sampai 3 udah keluar dari aplikasi tiktok",1,2025-04-11 02:39:49,Pengguna Google,37
"tiktok kenapa sih pas mau aplod video dan di edit di aplikasi tiktok itu sendiri, suka pecah dan suka mect videonya, aku hari ini udh 5 kali ngedit di tiktok tetep aja gak ada kemajuan , malah hilang videnya, Kenapa yaa pas live gem, suka mecet dan suka berakhir tiba-tiba live nyaa, kadang patah patah, terus tiktok sekarang penyimpanan nya makan ruang 3gb lebih, gem ff aja gak sampe 3gb, tolong dong di perbaiki, soalnya sya gak punya laptop atau komputer, saya cuma punya hp android aja,🙏😭",1,2025-04-05 18:10:13,Pengguna Google,35
"aplikasi keluar mendadak.aplikasi macet.aplikasi tidak mendukung ada apa dengan tiktok dulu ga kayak gini paling sering kular sendiri,macet,ngebug apa lah padahal sudah di update lagi asik ²nya scroll malah kular sendiri",1,2025-04-07 22:13:37,Pengguna Google,31
kenapa sekarang jadi suka ngeleg si setelah update hp aku sering mulai ulang sendiri mati berkali-kali kalo ngebuka tiktok padahal awal awal ga pernah loh kaya gini udah muak banget lagi kadang harus di bersihkan cache nya dulu lagi biar bisa buka schroll keccewa si sama tiktok sekarang. kalo hpku uda kemulai ulang berkali-kali bisa mbuka lagi ya ngedowlodn ulang apk tiktoknya baru ga ngeleg lagi tapi ya masa aku harus terus terusan kaya gitu ga mungkin kan🤷🏻‍♀️pasti ga cuma aku yang ngerasa.,1,2025-04-08 21:20:58,Pengguna Google,539
"tiktok knp si, tiba tiba nge bug nge frize di logo hbis itu jadi hitam keluar apk semua nge lag terus jadi mati daya gitu aja terus, harus di hapus trs download lgi, cape tau kasian yg memo nya penuh. di perbaiki lagi ni apk dulu bagus sekarang nge lag parahhhh. di perbaiki lagi.",1,2025-03-28 06:57:06,Pengguna Google,6866
"tolong dong atasi bug di tiktok bug nya itu pas kita di pencarian,saya kan sedang di pencarian mencari tentang berita setiap kali saya pencet selalu yang muncul itu itu saja bahkan cuma ada 3 video terus saya ganti ke pencarian lain masih sama saja berulang ulang terus",1,2025-03-27 14:55:18,Pengguna Google,57
"ini kenapa ya malah lebih parah ,kalo mau masuk tiktok tidak bisa harus di hapus dulu lalu di download lagi,ini bukan satu Minggu sekali lagi malahan setiap hari, terus juga pas di hapus, tapi di playstore nya belum di hapus trus saya pencet unistal nya lama bgt loading nya gimana sih ini aduh,satu lagi di play store udh instal tapi gaada apknya hadeh,aneh padahal memori saya masih banyak.tolong segera di perbaiki krn bug ini sangat meresahkan jadi males buka tiktok",1,2025-03-25 05:23:50,Pengguna Google,57
"untuk vidionya sih bgus and berguna ya kdng, tapi knp ngelag bgt ya dan ketika masuk di apk langsung kembali ke layar utama, dan ngelag berat. dan saya berharap bisa lebih mudah lagi, ini saya sudh pastikan bahwa ram saya masih bnyk y tidak ada kemungkinan bahwa ram saya penuh, akun saya hilang dan mau daftar lagi ngelag bgt. saya berharap lebih mudah lagi",1,2025-04-04 19:40:17,Pengguna Google,24
"woi tiktok kalo bikin apk yg niat lah,masa saya baru mau masuk ke apknya malah berhenti di logo nya dan kalo udah masuk ke apk nya malah ngefriz,aneh padahal penyimpanan hp saya masih banyak dan jaringan juga bagus bagus aja, perbaiki lagi dong tiktok, tiktok makin lama makin gak ada otak,tolong MB nya di kecilkan lagi untuk pengguna tiktok yg hp nya ramnya cuma sedikit,tolong respon nya. """,1,2025-04-03 16:29:25,Pengguna Google,163
"rekomendasi pencarian tiktok sekarang sudah mengarah yang tidak etis dan lebih ke cabul, yang anehnya dia merekomendasi bukan yang sering saya cari, malah mengarahkan yang tidak pantas untuk dilahat. Untuk kedepannya mohon rekomendasi pencarian tik tok yang masuk akal dan sewajarnya saja",1,2025-04-08 22:45:58,Pengguna Google,41
"ngelag parah!!! setiap aku buka apk ini selalu keluar sendiri, dan hp tiba' panas dan aku juga uda coba di apk lainnya, dan itu bagus' aja tidak ada ngelag/ hp panas penyimpanan masi lumayan tapi knp setiap buka apk ini selalu keluar sendiri dan muncul layar hitam, tolong di perbaiki lagi apk nya, update bkn makin bagus malah makin nge bug",1,2025-03-22 19:52:22,Pengguna Google,1253
